Row	Type	Prefix	Name	Label	Domain	Dispostion	Yes/No	DispComment	Definitions	Editor Note	Example	Status	Human Friendly Name	Name of editor	Alternative Name	Citation
453	D	bibo:	Abstract	abstract	VIVO	N	no	Text is an abstract.  Document has part.			http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
454	D	bibo:	Asin	Amazon Standard Identification Number (ASIN)	VIVO	C	yes	Becomes a Class			Amazon standard identification number. Source: http://en.wikipedia.org/wiki/Amazon_Standard_Identification_Number.|020530902X					
455	D	bibo:	chapter	chapter number	VIVO	R	yes									
456	D	bibo:	coden	coden	VIVO	C	yes	Becomes a class			CODEN became particularly common in the scientific community as a citation system for periodicals cited in technical- as well in chemistry-related publications and as a search tool in many bibliographic catalogues.\nDefinition and description came from Wikipedia here: http://en.wikipedia.org/wiki/CODEN 					
457	D	bibo:	doi	Digital Object Identifier (DOI)	VIVO	C	yes	Becomes a class								
458	D	bibo:	eanucc13	EAN International-Uniform Code Council (EAN-UCC) 13	VIVO	C	yes	Becomes a class			Definition source: http://en.wikipedia.org/wiki/European_Article_Numbering-Uniform_Code_Council.\nThe Uniform Code Council (UCC) was the Numbering Organization in the USA to administer and manage the EAN.UCC System. In 2005 the UCC changed its name to GS1 US.					
459	D	bibo:	edition	edition	VIVO	R	yes									
460	D	bibo:	eissn	Electronic International Standard Serial Number (EISSN)	VIVO	C	yes	Becomes a class			eissn stands for Electronic International Standard Serial Number.  source: http://www.definition-of.com/EISSN					
461	D	bibo:	gtin14	Global Trade Item Number (GTIN-14)	VIVO	C	yes	Becomes a class			http://en.wikipedia.org/wiki/Global_Trade_Item_Number.					
462	D	bibo:	identifier	identifier	VIVO	N	no									
463	D	bibo:	isbn10	International Standard Book Number (ISBN) 10	VIVO	C	yes	Becomes a class			http://en.wikipedia.org/wiki/Isbn.					
464	D	bibo:	isbn13	International Standard Book Number (ISBN) 13	VIVO	C	yes	Becomes a class			source: http://en.wikipedia.org/wiki/Isbn.					
465	D	bibo:	issn	International Standard Serial Number (ISSN)	VIVO	C	yes	Becomes a class			source: http://en.wikipedia.org/wiki/Issn					
466	D	bibo:	issue	issue	VIVO	C	yes	Becomes a class.			"Bibo has the domain of bibo:issue as the class Issue, but an example on their site uses it with Article, referring to the issue number \4\"""""					
467	D	bibo:	lccn	Library of Congress Control Number (LCCN)	VIVO	C	yes	Becomes a class			Source: http://en.wikipedia.org/wiki/Library_of_Congress_Control_Number.					
468	D	bibo:	locator	locator	VIVO	C	yes	Becomes a class			definition from: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
469	D	bibo:	number	number	VIVO	C	yes	Issue number			Definition from here: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
470	D	bibo:	numPages	number of pages	VIVO	R	yes									
471	D	bibo:	oclcnum	Online Computer Library Center (OCLC) number	VIVO	C	yes				http://info-uri.info/registry/OAIHandler?verb=GetRecord&metadataPrefix=reg&identifier=info:oclcnum/. \n\n\nbibo has the domain of this property set to the union of Collection and Document.					
472	D	bibo:	pageEnd	end page	VIVO	R	yes									
473	D	bibo:	pageStart	start page	VIVO	R	yes									
474	D	bibo:	pmid	PubMed ID	VIVO	C	yes	Becomes a class			"The PubMed ID (PMID) identifies a citation record (rather than full-text) in the PubMed database. It is not evidence of compliance with the NIH Public Access Policy, because it does not identify a full-text submission of any kind."					
475	D	bibo:	prefixName	name prefix	VIVO	R	yes	Needs analysis  			http://dictionary.reference.com/browse/prefix|Mr; Ms; Mrs					
476	D	bibo:	section	section	VIVO	R	yes	As in section of a newspaper			"Di Rado, Alicia. 1995. Trekking through college: Classes explore\nmodern society using the world of Star trek. Los Angeles Times, March\n15, sec. A, p. 3."					
477	D	bibo:	shortDescription	short description	VIVO	M	no	Not sure this is needed								
478	D	bibo:	sici	Serial Item and Contribution Identifier (SICI)	VIVO	C	yes	Becomes a class			A sub property of identifier (http://en.wikipedia.org/wiki/SICI).					
479	D	bibo:	upc	Universal Product Code (UPC)	VIVO	C	yes	Becomes a class			source for public description: http://en.wikipedia.org/wiki/Universal_Product_Code.					
480	D	bibo:	uri	URI	VIVO	R	yes	Needs analysis  			Definition from: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
481	D	bibo:	volume	volume	VIVO	C	yes	Becomes a class.  A volume is a thing.								
482	D	c4o:	hasGlobalCountDate	has global count date	VIVO	R	yes		The date on which the global citation count of the cited entity was recorded from a named bibliographic information source.							
483	D	c4o:	hasGlobalCountValue	has global count value	VIVO	R	yes	Needs analysis -- semantics for time instants	An integer defining the value of the global citation count of a cited entity recorded from a named bibliographic information source on a particular date.							
484	D	geo:	AgriculturalArea	agricultural area	GAZ	N	no	Not in domain								
485	D	geo:	AgriculturalAreaNotes	agricultural area notes	GAZ	N	no	Not in domain								
486	D	geo:	AgriculturalAreaTotal	agriculturalAreaTotal	GAZ	N	no	Not in domain								
487	D	geo:	AgriculturalAreaUnit	agricultural area unit	GAZ	N	no	Not in domain								
488	D	geo:	AgriculturalAreaYear	agriculturalAreaYear	GAZ	N	no	Not in domain								
489	D	geo:	codeAGROVOC	codeAGROVOC	GAZ	N	no	Not in domain								
490	D	geo:	codeCurrency	codeCurrency	GAZ	N	no	Not in domain								
491	D	geo:	codeDBPediaID	codeDBPediaID	GAZ	N	no	Not in domain								
492	D	geo:	codeFAOSTAT	codeFAOSTAT	GAZ	N	no	Not in domain								
493	D	geo:	codeFAOTERM	codeFAOTERM	GAZ	N	no	Not in domain								
494	D	geo:	codeGAUL	codeGAUL	GAZ	N	no	Not in domain								
495	D	geo:	codeISO2	codeISO2	GAZ	N	no	Not in domain								
496	D	geo:	codeISO3	codeISO3	GAZ	N	no	Not in domain								
497	D	geo:	codeUN	codeUN	GAZ	N	no	Not in domain								
498	D	geo:	codeUNDP	codeUNDP	GAZ	N	no	Not in domain								
499	D	geo:	countryArea	countryArea	GAZ	N	no	Not in domain								
500	D	geo:	countryAreaNotes	country area notes	GAZ	N	no	Not in domain								
501	D	geo:	countryAreaTotal	total country area	GAZ	N	no	Not in domain								
502	D	geo:	countryAreaUnit	country area unit	GAZ	N	no	Not in domain								
503	D	geo:	countryAreaYear	countryAreaYear	GAZ	N	no	Not in domain								
504	D	geo:	GDP	GDP	GAZ	N	no	Not in domain								
505	D	geo:	GDPNotes	GDP notes	GAZ	N	no	Not in domain								
506	D	geo:	GDPTotalInCurrentPrices	GDP total in current prices	GAZ	N	no	Not in domain								
507	D	geo:	GDPUnit	GDP unit	GAZ	N	no	Not in domain								
508	D	geo:	GDPYear	GDPYear	GAZ	N	no	Not in domain								
509	D	geo:	hasCode	has code	GAZ	N	no	Not in domain								
510	D	geo:	hasCoordinate	has coordinate	GAZ	N	no	Not in domain								
511	D	geo:	hasCurrency	has currency	GAZ	N	no	Not in domain								
512	D	geo:	hasListName	has list name	GAZ	N	no	Not in domain								
513	D	geo:	hasMaxLatitude	has maximum latitude	GAZ	N	no	Not in domain								
514	D	geo:	hasMaxLongitude	has maximum longitude	GAZ	N	no	Not in domain								
515	D	geo:	hasMinLatitude	has minimum latitude	GAZ	N	no	Not in domain								
516	D	geo:	hasMinLongitude	has minimum longitude	GAZ	N	no	Not in domain								
517	D	geo:	hasNationality	has nationality	GAZ	N	no	Not in domain								
518	D	geo:	hasOfficialName	has official name	GAZ	R	yes									
519	D	geo:	hasShortName	has short name	GAZ	R	yes									
520	D	geo:	hasStatistics	has statistics	GAZ	N	no	Not in domain								
521	D	geo:	HDI		GAZ	N	no	Not in domain								
522	D	geo:	HDINotes		GAZ	N	no	Not in domain								
523	D	geo:	HDITotal		GAZ	N	no	Not in domain								
524	D	geo:	HDIUnit		GAZ	N	no	Not in domain								
525	D	geo:	HDIYear		GAZ	N	no	Not in domain								
526	D	geo:	landArea	land area	GAZ	N	no	Not in domain								
527	D	geo:	landAreaNotes	land area notes	GAZ	N	no	Not in domain								
528	D	geo:	landAreaTotal	total land area	GAZ	N	no	Not in domain								
529	D	geo:	landAreaUnit	land area unit	GAZ	N	no	Not in domain								
530	D	geo:	landAreaYear	landAreaYear	GAZ	N	no	Not in domain								
531	D	geo:	nameCurrencyAR	nameCurrencyAR	GAZ	N	no	Not in domain								
532	D	geo:	nameCurrencyEN	nameCurrencyEN	GAZ	N	no	Not in domain								
533	D	geo:	nameCurrencyES	nameCurrencyES	GAZ	N	no	Not in domain								
534	D	geo:	nameCurrencyFR	nameCurrencyFR	GAZ	N	no	Not in domain								
535	D	geo:	nameCurrencyIT	nameCurrencyIT	GAZ	N	no	Not in domain								
536	D	geo:	nameCurrencyRU	nameCurrencyRU	GAZ	N	no	Not in domain								
537	D	geo:	nameCurrencyZH	nameCurrencyZH	GAZ	N	no	Not in domain								
538	D	geo:	nameListAR	nameListAR	GAZ	N	no	Not in domain								
539	D	geo:	nameListEN	nameListEN	GAZ	N	no	Not in domain								
540	D	geo:	nameListES	nameListES	GAZ	N	no	Not in domain								
541	D	geo:	nameListFR	nameListFR	GAZ	N	no	Not in domain								
542	D	geo:	nameListIT	nameListIT	GAZ	N	no	Not in domain								
543	D	geo:	nameListRU	nameListRU	GAZ	N	no	Not in domain								
544	D	geo:	nameListZH	nameListZH	GAZ	N	no	Not in domain								
545	D	geo:	nameOfficialAR	nameOfficialAR	GAZ	N	no	Not in domain								
546	D	geo:	nameOfficialEN	nameOfficialEN	GAZ	N	no	Not in domain								
547	D	geo:	nameOfficialES	nameOfficialES	GAZ	N	no	Not in domain								
548	D	geo:	nameOfficialFR	nameOfficialFR	GAZ	N	no	Not in domain								
549	D	geo:	nameOfficialIT	nameOfficialIT	GAZ	N	no	Not in domain								
550	D	geo:	nameOfficialRU	nameOfficialRU	GAZ	N	no	Not in domain								
551	D	geo:	nameOfficialZH	nameOfficialZH	GAZ	N	no	Not in domain								
552	D	geo:	nameShortAR	nameShortAR	GAZ	N	no	Not in domain								
553	D	geo:	nameShortEN	nameShortEN	GAZ	N	no	Not in domain								
554	D	geo:	nameShortES	nameShortES	GAZ	N	no	Not in domain								
555	D	geo:	nameShortFR	nameShortFR	GAZ	N	no	Not in domain								
556	D	geo:	nameShortIT	nameShortIT	GAZ	N	no	Not in domain								
557	D	geo:	nameShortRU	nameShortRU	GAZ	N	no	Not in domain								
558	D	geo:	nameShortZH	nameShortZH	GAZ	N	no	Not in domain								
559	D	geo:	nationalityAR	nationalityAR	GAZ	N	no	Not in domain								
560	D	geo:	nationalityEN	nationalityEN	GAZ	N	no	Not in domain								
561	D	geo:	nationalityES	nationalityES	GAZ	N	no	Not in domain								
562	D	geo:	nationalityFR	nationalityFR	GAZ	N	no	Not in domain								
563	D	geo:	nationalityIT	nationalityIT	GAZ	N	no	Not in domain								
564	D	geo:	nationalityRU	nationalityRU	GAZ	N	no	Not in domain								
565	D	geo:	nationalityZH	nationalityZH	GAZ	N	no	Not in domain								
566	D	geo:	population	population	GAZ	N	no	Not in domain								
567	D	geo:	populationNotes	population notes	GAZ	N	no	Not in domain								
568	D	geo:	populationTotal	total population	GAZ	N	no	Not in domain								
569	D	geo:	populationUnit	population unit	GAZ	N	no	Not in domain								
570	D	geo:	populationYear	populationYear	GAZ	N	no	Not in domain								
571	D	geo:	validSince	valid since	GAZ	N	no	Not in domain								
572	D	geo:	validUntil	valid until	GAZ	N	no	Not in domain								
573	D	obo:	ARG_0000001	is template	NA	N	no	Not in domain	The document can be used as a template for the creation of other documents. 							
574	D	obo:	ARG_0000015	user-defined tag	VIVO	M	no	Possible	A free text field for recording topics which relate to the resource. 							
575	D	obo:	ARG_0000172	patient ID	NA	N	no	Not in domain								
576	D	obo:	ARG_0000197	health care provider ID	VIVO	C	yes	Becomes a class.								
577	D	obo:	ARG_2000012	Measurement Label	NA	N	no	Not in domain								
578	D	obo:	ERO_0000044	inventory number	NA	N	no	Not in domain	Inventory identifier for the resource.		An example inventory number can be in the form: 12345	http://purl.obolibrary.org/obo/IAO_0000120	has inventory number	PERSON: Melissa Haendel		PERSON: Melissa Haendel
579	D	obo:	ERO_0000045	has restriction	NA	N	no	Not in domain	"A restriction on service availability, such as university or consortium affiliation, geographical location, professional certification, or other factors."		Resource is only available to researchers in the department.	http://purl.obolibrary.org/obo/IAO_0000120	has restriction	PERSON: Melissa Haendel		PERSON: Melissa Haendel
580	D	obo:	ERO_0000046	has geographic restriction	NA	N	no	Not in domain	"Any service limitation tied to geographically-defined areas such as metro areas, counties, states, or regions. "		Resource is only available to researchers in Boston area.	http://purl.obolibrary.org/obo/IAO_0000120	has geographic restriction	PERSON: Melissa Haendel		PERSON: Melissa Haendel
581	D	obo:	ERO_0000050	model number	NA	N	no	Not in domain	"Instrument model number, which may be a name, number, or both."		ABI 9000	http://purl.obolibrary.org/obo/IAO_0000120	model number	PERSON: Melissa Haendel		PERSON: Melissa Haendel
582	D	obo:	ERO_0000054	lab data format	NA	N	no	Not in domain	"Current method or software used to inventory a lab's resources. Examples include Excel, index cards, FileMaker, 3-ring binder, etc."		Excel spreadsheet	http://purl.obolibrary.org/obo/IAO_0000120	lab data format	PERSON: Melissa Haendel		PERSON: Melissa Haendel
583	D	obo:	ERO_0000072	version	SWO	R	yes	See SWO	"Software edition, typically a numeral followed by a decimal and another numeral, such as 2.1."		v 1.0	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Melissa Haendel		PERSON: Melissa Haendel
584	D	obo:	ERO_0000424	has study population	OBI	R	yes	See OBI	"Characteristics of the human population being studied.  May include number, demographic or geographic information, inclusion or exclusion criteria, or other descriptive information."		African american study population.	http://purl.obolibrary.org/obo/IAO_0000120	study population	PERSON: Melissa Haendel		PERSON: Melissa Haendel
585	D	obo:	ERO_0000774	has eligibility requirement	OBI	R	yes	See OBI	"Requirements for research opportunity eligibility. Requirements include: coursework, minimum gradepoint average, state residency, under-represented group status, field of study, or matriculation status."		A grade point average above 3.5 is an eligibility requirement.	http://purl.obolibrary.org/obo/IAO_0000120	has eligibility requirement	PERSON: Melissa Haendel		PERSON: Melissa Haendel
586	D	vann:	preferredNamespaceUri	preferred namespace URI	NA	N	no	Not in domain								
587	D	vcard:	AdditionalName	additional name	VIVO	R	yes	Often confused with middle name								
588	D	vcard:	Anniversary	anniversary	NA	N	no	Not in domain								
589	D	vcard:	birthdate	birthdate	NA	N	no	Not in domain								
590	D	vcard:	calendarBusy	calendar busy	NA	N	no	Not in domain								
591	D	vcard:	calendarLink	calendar link	NA	N	no	Not in domain								
592	D	vcard:	calendarRequest	calendar request	NA	N	no	Not in domain								
593	D	vcard:	category	category	NA	N	no	Not in domain								
594	D	vcard:	country	country	NA	N	no	Not in domain								
595	D	vcard:	email	email	IAO	N	no	Redundant								
596	D	vcard:	familyName	has last name	VIVO	R	yes	VIVO will have name parts								
597	D	vcard:	formattedName	has formatted name	VIVO	R	yes	VIVO will have name parts								
598	D	vcard:	gender	gender	NA	N	no	Not in domain								
599	D	vcard:	geo	geo	NA	N	no	Not in domain								
600	D	vcard:	givenName	first name	VIVO	R	yes	VIVO will have name parts								
601	D	vcard:	honorificPrefix	honorific prefix	VIVO	R	yes	VIVO will have name parts								
602	D	vcard:	honorificSuffix	honorific suffix	VIVO	R	yes	VIVO will have name parts								
603	D	vcard:	instantMessage	instant message	NA	D	no	Not in domain								
604	D	vcard:	key	key	NA	D	no	Not in domain								
605	D	vcard:	language	has language	VIVO	D	no									
606	D	vcard:	locality	locality	VIVO	D	no									
607	D	vcard:	logo	logo	VIVO	D	no									
608	D	vcard:	nickName	nickname	VIVO	D	no									
609	D	vcard:	note	note	NA	D	no	Not in domain								
610	D	vcard:	organizationalUnitName	organizational unit name	ORG	D	no									
611	D	vcard:	organizationName	organization name	ORG	D	no									
612	D	vcard:	photo	photo	VIVO	D	no									
613	D	vcard:	postalCode	postal code	VIVO	D	no									
614	D	vcard:	productId	product ID	NA	D	no	Not in domain								
615	D	vcard:	region	region	GAZ	D	no									
616	D	vcard:	related	related	NA	D	no	Not in domain								
617	D	vcard:	revision	revision	NA	D	no	Not in domain								
618	D	vcard:	role	role	NA	D	no	Not in domain								
619	D	vcard:	sortAs	sort as	NA	D	no	Not in domain								
620	D	vcard:	sound	sound	NA	D	no	Not in domain								
621	D	vcard:	source	source	NA	D	no	Not in domain								
622	D	vcard:	streetAddress	street address	GAZ	D	no									
623	D	vcard:	telephone	Telephone	VIVO	D	no	VIVO will have a way to represent phone numbers								
624	D	vcard:	timeZone	timezone	TIME	D	no	VIVO will have a way to represent time								
625	D	vcard:	title	title	VIVO	D	no									
626	D	vcard:	uid	uid	VIVO	C	yes									
627	D	vcard:	url	URL	VIVO	D	no									
628	D	vivo:	Abbreviation	abbreviation	ADO	R	yes				B.A.|A short form for an longer title or name.					
629	D	vivo:	cclCode	published US Classification Class/subclass (CCL) code	VIVO	C	yes									
630	D	vivo:	contactInformation	contact information	VIVO	U	no	Redundant								
631	D	vivo:	courseCredits	credits	VIVO	R	yes	Is this in the domain?								
632	D	vivo:	dateTime	date/time	VIVO	R	yes	Needs analysis -- semantics for time instants								
633	D	vivo:	departmentOrSchool	department or school name within institution	VIVO	U	no	name of school.  Use rdfs:label								
634	D	vivo:	description	description	VIVO	U	no	Not defined								
635	D	vivo:	entryTerm	entry term	VIVO	U	no	Not defined								
636	D	vivo:	eRACommonsId	eRA Commons ID	VIVO	C	yes									
637	D	vivo:	freetextKeyword	keywords	VIVO	U	no	See ARG_0000015			one keyword or phrase per freetextKeyword assertion|conservation\n\nuse one freetextKeyword assertion for each keyword or phrase.					
638	D	vivo:	grantDirectCosts	direct costs	RAO	R	yes									
639	D	vivo:	hasMonetaryAmount	has monetary amount	IAO	R	yes	How is this done in IAO								
640	D	vivo:	hasValue	has value	IAO	R	yes	How is this done in IAO								
641	D	vivo:	hideFromDisplay	hide from display	NA	N	no	Not in domain								
642	D	vivo:	hrJobTitle	HR job title	VIVO	R	yes									
643	D	vivo:	iclCode	International Classification (ICL) code	VIVO	C	yes				The International classification(s) to which the published application has been assigned.\n					
644	D	vivo:	identifier	identifier	VIVO	C	yes	Becomes a class								
645	D	vivo:	isCorrespondingAuthor	Is this person a corresponding author?	VIVO	R	yes	Is this a quality?								
646	D	vivo:	licenseNumber	license number	VIVO	C	yes									
647	D	vivo:	localAwardId	local award ID	RAO	R	yes				"core:localAwardId has a domain of core:Grant, and should be public since that's its public identifier for local use by OSP, accounting, department admins, and the PI "					
648	D	vivo:	majorField	major field of degree	ADO	R	yes	See Early Thoughts on Academic Degrees			Information Science; Computer Science; Anthropology					
649	D	vivo:	middleName	middle name or initial	VIVO	R	yes									
650	D	vivo:	nihmsid	NIH Manuscript Submission System ID	VIVO	C	yes									
651	D	vivo:	outreachOverview	outreach overview	VIVO	U	no				"Used for a single narrative summary of outreach, typically covering a wide range of activities and time periods; use Outreach Provider Role for information on individual activities|My extension program consists of developing and reporting disease management strategies that are both economically and environmentally sound for fresh market vegetable production. We hope that some of this testing will result in practices adaptable for organic production."					
652	D	vivo:	overview	overview	VIVO	M	no	Can description suffice	"Short text for presentation describing the agent's purpose, activities, and/or accomplishments."		My research focuses on diseases of pine crops in the southeastern United States.					
653	D	vivo:	patentNumber	patent number	VIVO	C	yes				source of definition: http://www.uspto.gov/main/glossary/#p . The following site has patent number formats: http://www.uspto.gov/patents/ebc/kindcodesum.jsp .					
654	D	vivo:	placeOfPublication	place of publication	VIVO	R	yes									
655	D	vivo:	pmcid	PubMed Central ID	VIVO	C	yes				"   A PMCID is a unique PubMed Central reference number, which is assigned to each full-text record made available A PMCID is a unique PubMed Central reference number, which is assigned to each full-text record made available in PubMed Central. The PMCID is issued shortly after the PI or author approves the PubMed Central formatted web version of the submission. "					
656	D	vivo:	preferredDisplayOrder	preferred display order	NA	N	no	Not in domain								
657	D	vivo:	rank	rank	VIVO	R	yes	Needs analysis.  Is there a standard way to do this?			this number indicates a position in a list					
658	D	vivo:	reportId	report identifier	VIVO	U	no									
659	D	vivo:	researcherId	ISI Researcher ID	VIVO	C	yes				RearcherID is a Thomson Reuters project where researchers have a place to manage and share their professional information. It will allow them to solve author identity issues while simultaneously adding dynamic citation metrics and collaboration networks to your personal profile.\nDefinition source: http://isiwebofknowledge.com/researcherid/					
660	D	vivo:	researchOverview	research overview	VIVO	U	no				"Used for a single narrative summary of research, typically covering a wide range of activities and time periods; use Researcher Role for information on individual activities"					
661	D	vivo:	scopusId	Scopus ID	VIVO	C	yes				Home page for Scopus: http://www.scopus.com/home.url					
662	D	vivo:	seatingCapacity	seating capacity	VIVO	M	no	In domain?			definition modified from: source (http://en.wikipedia.org/wiki/Seating_capacity).|55					
663	D	vivo:	sponsorAwardId	sponsor award ID	VIVO	C	yes				"Has a domain of Grant. There is not a strong reason have this be publically visible, since most users would care more about the name of the sponsoring agency than its identifier, but it does no harm to be public.\n\n\nSee also core:localAwardId.\n"					
664	D	vivo:	supplementalInformation	supplemental information	VIVO	U	no									
665	D	vivo:	teachingOverview	teaching overview	VIVO	U	no				"Used for a single narrative summary of teaching, typically covering a wide range of courses including for credit and non-credit teaching over multiple semesters; the \teaches\"" property links a person directly with an instance of a Semester Class, typically from an institutional database of record; then use Teacher Role for information about a person's role in non-credit teaching or their specific contribution to individual courses"""					
666	D	vivo:	termLabel	term label	VIVO	U	no									
667	D	vivo:	termType	term type	VIVO	U	no									
668	D	vivo:	totalAwardAmount	total award amount	RAO	R	yes									
669	D	vivosr:	irbNumber	Institutional Review Board (IRB) number	NA	N	no	Not in domain	"Every clinical trial in the United States must be approved and monitored by an Institutional Review Board (IRB). An IRB is an independent committee of physicians, statisticians, community advocates and others whose objective is to ensure that a clinical trial is ethical and the rights of study participants are protected. "							
670	D	vivosr:	nctId	National Clinical Trials (NCT) number	VIVO	C	yes	Becomes a class	"ClinicalTrials.gov is an ICMJE-acceptable public registry, offering up-to-date information for locating clinical trials for a wide range of diseases and conditions. The U.S. National Institutes of Health (NIH), through its National Library of Medicine (NLM), developed this site in collaboration with the Food and Drug Administration (FDA), as a result of the FDA Modernization Act, which was passed into law in November 1997.   This property should be publically visible since it is one of the principal identifiers in a national registry of clinical trials "							
671	D	vivosr:	studyPopulationCount	study population count	NA	N	no	Not in domain	number of human participants in the study (trial).							
672	O	bibo:	AffirmedBy	affirmed by	VIVO	R	yes				The public description was taken from here:  http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
673	O	bibo:	Annotates	annotates	VIVO	R	yes				The public description source is: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html.					
674	O	bibo:	citedBy	cited by	VIVO	R	yes	inferred								
675	O	bibo:	cites	cites	VIVO	R	yes									
676	O	bibo:	court	Court	VIVO	R	yes				"Public description take from: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html.  Bibo considers this property \unstable\""."""					
677	O	bibo:	degree	related degree	ADO	R	yes				"The source of the public description and this info is found here:  http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html.  Bibo considers this term \unstable\"".  The bibo editorial note is: \""We are not defining, using an enumeration, the range of the bibo:degree to the defined list of bibo:ThesisDegree. We won't do it because we want people to be able to define new degress if needed by some special usecases. Creating such an enumeration would restrict this to happen.\"""""					
678	O	bibo:	director	director	VIVO	C	yes	Director is a role			Definition take from this site: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .					
679	O	bibo:	distributor	distributor	VIVO	C	yes	Distributor is a role								
680	O	bibo:	interviewee	interviewee	VIVO	C	yes	Interviewee is a role								
681	O	bibo:	interviewer	interviewer	VIVO	C	yes	Interviewee is a role								
682	O	bibo:	issuer	issuer	VIVO	C	yes	Issuer is a role								
683	O	bibo:	performer	performer	VIVO	C	yes	Performer is a role								
684	O	bibo:	presentedAt	presented at event	VIVO	R	yes	Needs analysis of events								
685	O	bibo:	presents	related documents	VIVO	R	yes	inverse (and error in label?)			Public Description from source: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .  Bibo considers the bibo:presents and the bibo:presentedAt unstable terms.  It also indicates that bibo:presents is a sub-property of event:product.					
686	O	bibo:	recipient	recipient	VIVO	C	yes	Recipient is a role								
687	O	bibo:	reproducedIn	reproduced in	VIVO	R	yes									
688	O	bibo:	reversedBy	reversed by	VIVO	R	yes				The first sentence of the public description was taken from here: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
689	O	bibo:	reviewOf	review of	VIVO	R	yes				"The bibo:reviewOf public description was found here: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .  As of 26 May 2010, bibo:reviewOf is used with the class Review, but core:reviewIn doesn't seem to be being used."					
690	O	bibo:	status	status	VIVO	R	yes	Replace with qualities?			"paraphrased editorial note from the bibo ontology: We are not defining, using an enumeration, the range of the bibo:status to be a defined list of bibo:DocumentStatus. This is because we want people to be able to define new statuses if needed; and creating such an enumeration would prevent this."					
691	O	bibo:	subsequentLegalDecision	subsequent legal decision	VIVO	R	yes	Is this needed in our domain?			Public description is from comments of this object property in bibo ontology located here: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html					
692	O	bibo:	transcriptOf	transcript of	VIVO	R	yes				The bibo:transcriptOf public description was found here:  http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .  Bibo considers this term unstable.					
693	O	bibo:	translationOf	translation of	VIVO	D	no				Examples shows a book has French language version. Public description source: http://bibotools.googlecode.com/svn/bibo-ontology/trunk/doc/index.html .					
694	O	bibo:	translator	translator	VIVO	D	no									
695	O	c4o:	hasGlobalCitationFrequency	has global citation frequency	VIVO	R	yes		"A property linking a publication entity to an instance of c40:GlobalCitationCount that specifies how many times a work has been cited by others, according to a particular information source on a particular date."							
696	O	c4o:	hasGlobalCountSource	has global count source	VIVO	R	yes		A property linking an instance of c40:GlobalCitationCount to the bibliographic information source providing the global citation count information for a particular publication on a particular date.							
697	O	cito:	citesAsDataSource	cites as data source	VIVO	R	yes									
698	O	cito:	isCitedAsDataSourceBy	is cited as data source by	VIVO	R	yes									
699	O	dcterms:	contributor	contributor	ALL	Q	yes	Facts about the ontology								
700	O	geo:	hasBorderWith	has border with	GAZ	N	no	Not in domain								
701	O	geo:	hasMember	has member country or territory	GAZ	N	no	Not in domain								
702	O	geo:	isAdministeredBy	is administered by	GAZ	N	no	Not in domain								
703	O	geo:	isInGroup	in geographic grouping	GAZ	N	no	Not in domain								
704	O	geo:	isPredecessorOf	is predecessor of	GAZ	N	no	Not in domain								
705	O	geo:	isSuccessorOf	is successor of	GAZ	N	no	Not in domain								
706	O	isf:	deprecated_op	(is deprecated)	NA	D	no									
707	O	obo:	ARG_2000028	has contact info	VIVO	D	no									
708	O	obo:	ARG_2000029	contact info for	VIVO	D	no									
709	O	obo:	ARG_2000390	context for	NA	N	no	not defined								
710	O	obo:	ARG_2000391	has context	NA	N	no	not defined								
711	O	obo:	ARG_2000399	has contact agent	NA	N	no	Not in domain								
712	O	obo:	BFO_0000050	part of	BFO	Q	yes									
713	O	obo:	BFO_0000051	has part	BFO	Q	yes									
714	O	obo:	BFO_0000054	realized in	BFO	Q	yes									
715	O	obo:	BFO_0000055	realizes	BFO	Q	yes									
716	O	obo:	ERO_0000029	provides access to	NA	N	no	Not in domain	"Instruments, reagents, organisms, or software for which the service provides access."		An access service that provides access to a flow cytometer.	http://purl.obolibrary.org/obo/IAO_0000120		PERSON: Melissa Haendel		PERSON: Melissa Haendel
717	O	obo:	ERO_0000031	uses	ERO	R	yes		Software or protocol used by the laboratory.		Microsoft powerpoint is commonly used in research laboratories to prepare presentations.	http://purl.obolibrary.org/obo/IAO_0000120	uses	PERSON: Melissa Haendel		PERSON: Melissa Haendel
